# SPDX-FileCopyrightText: 2023 Sascha Brawer <sascha@brawer.ch>
# SPDX-License-Identifier: CC0-1.0
#
# Public Domain: To the extent possible under law, the authors have
# waived all copyright and related or neighboring rights to this file.
# This work is published from Switzerland.
#
# Family names
# Example: Aberegg https://www.wikidata.org/wiki/Q37499977

Aaron;Q301610
Bachler;Q21491402
Bachmann;Q19760472
Bachofen;Q56537583
Bachofer;Q37438122
Bachofner;Q36914901
Bachtel;Q36952162
Bachten;*
Bachthaler;*
Bachtler;*
Bachzas;*
Bacilieri;Q99906158
Back;Q27887700
Backers;Q37483474
Backhaus;Q21504773
Baconat;*
Badasci;*
Bade;Q16479689
Bader;Q21504775
Badertscher;Q35004061
Badet;Q64145092
Badetscher;Q117756396
Badi;Q37087093
Badia;Q37512033
Badollet;*
Badone;*
Badoud;Q77404057
Badrutt;Q76417885
Baduel;Q29559602
Baebi;*
Baebler;Q37105508
Baeder;Q36919250
Baehni;*
Baer;Q29047296
Baerel;*
Baert;Q21504776
Baertl;*
Baertschiger;*
Baethge;Q116818244
Baettig;Q77404058
Bagardi;*
Bagattini;*
Bagdasarianz;*
Bagdassarian;*
Bage;Q37454865
Bagge;Q21454074
Baggenstos;Q37504734
Baggenstoss;Q37482782
Baggesen;Q54803521
Baggetti;*
Baggi;Q99906173
Baggin;*
Bagnaschi;*
Bagnoud;Q76411283
Bagnovini;*
Bagoly;Q4842063
Bagutti;Q76411407
Bahnik;*
Baholzer;*
Bahr;Q1320255
Bahy;*
Baier;Q632945
Baierlein;Q37439831
Baierlé;*
Baikhardt;*
Bail;Q24755379
Baila;*
Bailat;*
Bailer;Q36958998
Bailey;Q2658113
Bailleux;Q65097542
Bailley;Q37462484
Baillod;Q105394286
Baillods;*
Baillot;Q803848
Bailly;Q18534513
Baimer;Q106065360
Baiotto;*
Baira;*
Bairam;*
Baird;Q15635405
Baisotti;*
Baitella;*
Baitenmann;*
Baitotti;*
Bajettini;*
Bajocchi;*
Bajona;*
Bajulaz;*
Bakaus;*
Bakke;Q27887927
Bal-Blanc;*
Balabio;*
Balanche;Q76425700
Balasso;Q99906191
Balastèr;*
Balbi;Q21491416
Balbiani;*
Baldauf;Q23019242
Baldauff;Q36974360
Baldegger;Q107376464
Baldensperger;Q104594155
Baldenweg;Q76426015
Balderer;*
Baldesberger;*
Baldesperger;Q117756421
Baldessarini;*
Baldin;Q36967004
Baldinger;Q4850439
Baldini;Q21456436
Baldoria;*
Balduchelli;*
Baldussi;*
Balegno;*
Baler;Q36945695
Balerna;*
Balestra;Q28919362
Balet;Q76425986
Balett;*
Balibouse;*
Balii;Q107193508
Balimann;*
Balitzer;*
Balkanoff;*
Ball;Q805107
Balla;Q37518828
Ballak;*
Ballaman;Q113908837
Ballanche;*
Ballansat;*
Ballarini;Q56537607
Ballat;*
Ballauf;Q107077711
Ballenegger;*
Ballerini;Q48538103
Ballestraz;*
Balleydier;*
Balli;Q37517758
Ballif;Q37551774
Ballifard;*
Ballinari;*
Balling;Q21493426
Ballis;Q36865129
Ballissat;*
Ballisti;*
Ballié;*
Ballmann;Q37191143
Ballmer;Q21504788
Balloux;*
Balluf;Q107394581
Ballweg;Q37005839
Bally;Q37080030
Balm;Q37449942
Balmelli;Q76425694
Balmer;Q21507247
Balmont;*
Balogi;*
Balordi;*
Balscheit;*
Balsenc;*
Balsiger;Q37442757
Baltassat;*
Baltenberger;*
Baltensberger;*
Baltensperger;Q76426305
Baltensweiler;*
Baltera-Cravetti;*
Baltermi;*
Baltermia;*
Baltesar;*
Balthasar;Q36882099
Balthassat;*
Baltis;Q83340390
Baltisar;*
Baltisberger;Q76417768
Baltischweiler;*
Baltischwiler;*
Baltisser;*
Baltiswiler;*
Baltresca;*
Baltzer;Q23043576
Baltzinger;*
Balz;Q37539196
Balzacchi;*
Balzardi;*
Balzaretti;*
Balzari;*
Balzarolo;*
Balzer;Q23047540
Balzli;Q76417764
Bamat;*
Bamatter;*
Bamberger;Q21493428
Bambula;*
Bamert;Q37538744
Bammatter;*
Bancora;*
Band;Q14639707
Bandelier;Q65619901
Banderet;*
Bandi;Q37432313
Bandini;Q37489861
Bandino;*
Bandli;*
Bandlin;*
Bandollier;*
Bandschapp;*
Bang;Q12360193
Bange;Q107432783
Bangel;Q37553387
Bangerter;Q25114479
Bangueret;*
Bank;Q16479798
Bann;Q37050972
Bannasch;Q37566586
Bannenberg;Q96287999
Banner;Q16479802
Bannert;Q37505912
Bannholzer;Q107388301
Bannier;Q31208830
Bannwart;Q25114688
Bannwarth;Q107432813
Banowsky;Q110238244
Bansac;*
Banscher;*
Bansen;Q37560456
Bantle;Q37529601
Bantli;Q107432827
Bantlé;*
Bany;Q37573550
Banz;Q37567645
Banzan;*
Baour;*
Bapperger;*
Bapst;Q37462021
Baptista;Q37087466
Baragiola;Q99906236
Baraldini;*
Barambon;*
Barana;*
Baranoff;Q37464395
Baranowsky;Q17863943
Baranzelli;*
Baras;Q37502974
Barassa;*
Baratelli;Q104593743
Barato;*
Baratti;Q21475436
Barazzoni;*
Barbaglia;Q37545813
Barbaglini;*
Barbara Fondini;*
Barbara Tini;*
Barbara de Leoni;*
Barbasio;*
Barben;Q36996252
Barberini;Q64873683
Barberis-Vignola;*
Barbery;Q37166989
Barbettini;*
Barbey;Q37012664
Barbezat;Q105251442
Barbier;Q16479814
Barbieri;Q16531101
Barbonese;*
Barbonesi;*
Barboni-Fosani;*
Barboni;Q36928051
Barbosa de Moraes;*
Barbotte;*
Barbotti;*
Barbè;*
Barbüda;*
Barchi;Q36958238
Barchietto;*
Barciaga;*
Barclay;Q16243195
Bardea;*
Bardecki;*
Bardel;Q74081721
Bardet;Q23817377
Bardonnex;*
Bardotto-Pasquero;*
Bardy;Q23727115
Baredi;*
Bareggi;*
Barell;*
Barenco;*
Barenholz;*
Bares;Q16479825
Barfoth;Q83340577
Barfuss;Q37308095
Barfuß;Q83340581
Bargehr;*
Bargetto;*
Bargetze;*
Bargetzi;Q808145
Bargähr;*
Barillat;*
Barillier;*
Barini;*
Barino;*
Barioni;*
Bariselli;*
Barisi;*
Baritsch;*
Barizzi;*
Barlocchi;*
Barmasse;*
Barmaverain;*
Barmaz;*
Barmet;*
Barmettler;Q808374
Barnerat;*
Barnes;Q2658970
Barnikol;*
Barniske;*
Barnèdes;*
Baroffio;Q101034970
Baron;Q21448079
Barone;Q16479533
Baronetto;*
Barosso;*
Barot;Q16479541
Baroz;*
Barras;Q16479929
Barraud;Q21508596
Barraz;*
Barrelet;Q104540020
Barren;Q37502093
Barrer;Q37224937
Barres;Q37431166
Barret;Q28136214
Barrillier;*
Barrilliet;*
Barro;Q37031458
Barron;Q16479886
Barros;Q21488999
Barrot;Q27067413
Barroud;*
Barschall;Q106117414
Bart;Q21502353
Bartarini;*
Bartassat;*
Barteczko;*
Bartel;Q28150784
Bartels;Q21504602
Bartenbach;Q107388590
Barth;Q809264
Barthalos;*
Barthe;Q16479905
Barthel;Q18820036
Barthelts;*
Barthlome;*
Barthly;*
Bartholdi;Q21493378
Bartholet;Q36992384
Bartlin;*
Bartlome;Q37231279
Bartmann;Q21493379
Bartolamai;*
Bartolini;Q809483
Bartolucci;Q37506996
Bartonicek;*
Bartré;*
Bartsch;Q25712418
Bartschi;Q37489835
Baruchet;*
Baruffol;*
Baruscotti;*
Baruselli;*
Barwirsch;*
Barzaghini;*
Barzé;*
Baschi;Q117756552
Baschnonga;*
Bascho;*
Baschong;*
Baschung;Q63565739
Baschy;*
Basci;Q83340927
Basedau;*
Baserba;Q117711548
Basig;*
Basler;Q23309951
Basmadjieff;*
Basorga;*
Basqueiraz;*
Basri;Q21482959
Basry;Q64737706
Bass;Q21501431
Bassang;*
Bassdorf;*
Bassega;*
Bassegoda;Q42945330
Bassenghi;*
Bassi;Q16479745
Bassighini;*
Bassin;Q28752978
Bassola;*
Bassy;Q110153617
Bastadin;*
Bastady;*
Bastardot;*
Bastardoz;*
Bastarolli;*
Bastian;Q19960988
Bastianini;Q21493383
Bastino;*
Batains;*
Batardon;*
Batault;*
Batchinsky;*
Batchwaroff;*
Bathoulot;*
Batiston;Q105817962
Batou;*
Batrey;*
Batschelet;*
Batschis;Q107442470
Batt;Q16479471
Battagello;*
Battaglia;Q16479857
Battaglioni;*
Battailard;*
Battalora;*
Battanta;*
Battiaz;*
Battilocchi;*
Battistini;Q21493388
Battistollo;*
Battistolo;*
Battistoni;Q37497177
Battistutti;*
Battié;*
Battus;*
Batzig;*
Batzli;*
Batänjer;*
Bauberger;*
Baud;Q28226713
Baudenbacher;Q107030142
Bauder;Q20745338
Baudet;Q21450818
Baudevin;*
Baudillon;*
Baudin;Q37563724
Baudistel;Q107389086
Baudot;Q65097749
Baudraz;*
Baudrocco;*
Bauen;*
Bauer;Q1965022
Bauerkamp;*
Bauermeister;Q23449862
Bauernfeind;Q16479531
Bauert;Q83341066
Bauhart;*
Bauhaus;Q83341071
Bauhofer;Q105072411
Bauk;*
Bauknecht;Q36978739
Bauler;Q30139490
Bauly;*
Baum;Q811486
Bauman;Q21475461
Baumann;Q1227792
Baumat;*
Baumbach;Q25692899
Baumberger;Q37005270
Baume;Q16479933
Baumeier;Q105230357
Baumeister;Q18018654
Baumer Büel;*
Baumer;Q56246451
Baumeyer;Q76426307
Baumgart;Q21447920
Baumgartner;Q811561
Baumgärtner;Q97314019
Baumheckel;Q107389329
Baumle;Q37463567
Baumli;Q83341109
Baunach;Q36928904
Baunaz;*
Baur;Q811688
Bauriedl;*
Bausch;Q21493473
Baussand;*
Baussant;*
Baust;Q37175964
Bauty;*
Bautz;Q37200373
Bauverd;*
Bauz;Q107391661
Bavarel;*
Bavaresco;*
Bavaud;Q21493474
Bavera;*
Baverel;Q105394293
Bavet;*
Bavier;Q37050401
Bawidamann;*
Bawidammann;*
Baxant;*
Bay;Q16479551
Bayard;Q16479873
Bayer;Q812126
Bayerdörfer;*
Bayetti;*
Bayramian;*
Bazan;Q37267581
Bazar;Q37239122
Bazaretti;*
Bazelli;*
Bazialli;*
Bazzacchi;*
Bazzanella;*
Bazzeghini;*
Bazzenghi;*
Bazzi;Q37573211
Bazzigher;*
Bazzocco;*
Bazzon;*
Bazzoni;Q56537671
Bazzuri;*
Bazzurri;*
Baïsette;*
Beach;Q26234661
Beadola;*
Beat;Q37553064
Beata;*
Beaujeux;*
Beaujon;Q37273017
Beaulieu;Q16479906
Beaumont;Q813422
Beauregard;Q37094363
Beauron;*
Beausire;Q98212585
Beauverd;*
Bebber;Q37192827
Bebi;Q107448452
Bebie;*
Bebion;*
Bebié;*
Becarelli;*
Beccat;Q117756591
Becchi;Q80942267
Bech;Q21475412
Becher;Q56244169
Bechert;Q105529222
Bechet;Q37545086
Bechler;Q21508623
Bechstedt;*
Bechtel;Q21493482
Bechter;Q24026522
Bechtiger;*
Bechtinger;*
Bechtle;Q21508625
Bechtloff;Q83341214
